#DA_ID	Random_Taxon	Shortest_Taxon	Longest_Taxon
da00442	up_Q55445_Y041_SYNY3	up_Q55445_Y041_SYNY3	up_Q55445_Y041_SYNY3
da00443	up_Q8TXP0_Q8TXP0_METKA	up_Q2FU39_Q2FU39_METHJ	up_Q8TXP0_Q8TXP0_METKA
da00444	up_O27541_O27541_METTH	up_Q57602_Y138_METJA	up_O27541_O27541_METTH
da00445	up_Q9HNT2_Q9HNT2_HALSA	up_Q6LWV9_Q6LWV9_METMP	up_Q2NGY4_ATGT_METST
da00446	up_P75478_SCPA_MYCPN	up_P75478_SCPA_MYCPN	up_Q7NB76_SCPA_MYCGA
da00447	up_Q2GK25_OBG_ANAPZ	up_Q9RIK1_Q9RIK1_STRPY	up_Q9LQN5_Q9LQN5_ARATH
da00448	pfam21_Q8K733_Q8K733_STRP3	pfam21_Q2ZEG2_Q2ZEG2_CALSA	up_Q8L7L0_Q8L7L0_ARATH
da00449	up_P55393_Y4CK_RHISN	pfam21_Q52627_Q52627_PARVE	up_Q9KGT4_Q9KGT4_RHIRD
da00450	pfam21_Q2XGT8_Q2XGT8_PSEPU	up_Q4RJA4_Q4RJA4_TETNG	pfam21_Q3FHL8_Q3FHL8_9BURK
da00453	up_Q6SGF7_Q6SGF7_9BACT	up_Q3IBW5_Q3IBW5_PSEHT	pfam21_Q3XTY1_Q3XTY1_9PROT
da00454	pfam21_Q2AQD5_Q2AQD5_9BACI	up_Q4L3G2_Q4L3G2_STAHJ	pfam21_Q2CYB1_Q2CYB1_9FIRM
da00455	up_P40408_YBBB_BACSU	up_Q5WC89_Q5WC89_BACSK	up_Q65DZ3_Q65DZ3_BACLD
da00456	up_Q8Y3U7_Q8Y3U7_LISMO	pfam21_Q9KER0_Q9KER0_BACHD	up_Q8A5X3_Q8A5X3_BACTN
da00457	pfam21_Q4HZU2_Q4HZU2_GIBZE	up_Q5AMM5_Q5AMM5_CANAL	up_Q2GSR6_Q2GSR6_CHAGB
da00458	up_Q2NTA7_CVRA_SODGM	pfam21_Q3Z2V7_Q3Z2V7_SHISS	up_Q474F8_Q474F8_RALEJ
da00459	up_Q7RZ84_Q7RZ84_NEUCR	up_Q946D5_Q946D5_ARATH	up_Q02316_Q02316_LENED
da00461	up_Q32EQ8_Q32EQ8_SHIDS	up_Q99WR6_Q99WR6_STAAN	up_Q5BGI6_Q5BGI6_EMENI
da00462	pfam21_Q4B4K0_Q4B4K0_9BURK	pfam21_Q1UE55_Q1UE55_9GAMM	up_Q46D76_Q46D76_METBF
da00463	pfam21_Q36ST0_Q36ST0_MARHY	up_Q56205_Q56205_SPHYA	pfam21_Q34YN1_Q34YN1_9GAMM
da00464	up_O34609_O34609_NEIME	up_Q4HQ06_Q4HQ06_CAMUP	up_Q6JWT6_Q6JWT6_9BACT
da00466	up_Q7VRU2_DNLJ_BLOFL	up_O87535_O87535_BARQU	up_Q1QXD7_LIGB_CHRSD
da00467	up_Q4PBL3_SET2_USTMA	up_Q757Y8_SET2_ASHGO	up_Q4PBL3_SET2_USTMA
da00468	up_Q7TZ61_Q7TZ61_MYCBO	pfam21_Q27DZ0_Q27DZ0_MYCFV	up_Q10850_Y2006_MYCTU
da00469	up_O01497_O01497_CAEEL	up_P34269_TYR1_CAEEL	pfam21_Q61XD8_Q61XD8_CAEBR
da00470	pfam21_Q8MMD1_Q8MMD1_DROME	pfam21_Q5TC65_Q5TC65_HUMAN	up_Q1L8U8_STB1A_DANRE
da00471	up_P34578_RPGF1_CAEEL	pfam21_Q61JG8_Q61JG8_CAEBR	up_P34578_RPGF1_CAEEL
da00472	up_Q7ARH8_Q7ARH8_YERPE	up_Q27RI1_Q27RI1_AERS4	up_P15273_YOPH_YEREN
da00473	up_Q63FA8_Q63FA8_BACCZ	pfam21_Q2AJE2_Q2AJE2_9BACI	up_Q3EPE6_Q3EPE6_BACTI
da00474	up_Q9BE86_Q9BE86_MACFA	pfam21_Q51E92_Q51E92_ENTHI	up_Q4SVT8_Q4SVT8_TETNG
da00476	up_Q4C8I9_Q4C8I9_CROWT	pfam21_Q3H0F0_Q3H0F0_9ACTO	pfam21_Q1XL66_Q1XL66_CYTJO
da00477	up_O05477_O05477_SULIS	up_Q9P9J5_Q9P9J5_SULIS	pfam21_Q41UZ0_Q41UZ0_FERAC
da00480	up_Q72BR5_Q72BR5_DESVH	pfam21_Q3C4E2_Q3C4E2_9CLOT	pfam21_Q3W6E1_Q3W6E1_9ACTO
da00481	up_Q8U0Z6_Q8U0Z6_PYRFU	up_Q9V2X7_Q9V2X7_METTF	up_Q648Y2_Q648Y2_9ARCH
da00482	up_O93775_O93775_HALSA	up_Q1M5I9_Q1M5I9_RHIL3	up_Q2FMC7_Q2FMC7_METHJ
da00483	pfam21_Q9YC75_RGYR2_AERPE	up_Q5CBC0_Q5CBC0_9THEM	up_Q6F598_RGYR_PYRKO
da00484	up_Q9V229_Q9V229_PYRAB	up_O58006_O58006_PYRHO	pfam21_Q41J24_Q41J24_METBU
da00485	pfam21_Q2AJQ0_Q2AJQ0_9BACI	up_Q9FAY3_Q9FAY3_STRSZ	up_Q9HS90_Q9HS90_HALSA
da00488	up_Q72GB8_Q72GB8_THET2	up_Q4XXG2_Q4XXG2_PLACH	up_Q5SM68_Q5SM68_THET8
da00489	up_Q9HNT7_Q9HNT7_HALSA	up_Q9HNT7_Q9HNT7_HALSA	up_Q2HPT9_Q2HPT9_CLOTM
da00490	up_Q3IT24_RLME_NATPD	up_Q3IT24_RLME_NATPD	pfam21_Q41NH9_Q41NH9_METBU
da00491	up_Q2S179_Q2S179_SALRD	up_Q6A9N5_Q6A9N5_PROAC	up_Q21YY1_Q21YY1_RHOFD
da00492	up_Q7TUN9_Q7TUN9_PROMM	pfam21_Q3WYD1_Q3WYD1_9ACTN	pfam21_Q3DY50_Q3DY50_CHLAU
da00493	up_Q6L158_Q6L158_PICTO	up_Q96ZH3_Q96ZH3_SULTO	up_Q7UQM5_Q7UQM5_RHOBA
da00494	pfam21_Q423K9_Q423K9_DESHA	up_Q2LTJ8_Q2LTJ8_SYNAS	pfam21_Q26QA9_Q26QA9_XANP2
da00496	up_Q7NXQ9_Q7NXQ9_CHRVO	up_Q8ZZB2_Q8ZZB2_PYRAE	up_Q8XS58_Q8XS58_RALSO
da00497	up_Q9UX72_Q9UX72_SULSO	up_Q6KZ05_Q6KZ05_PICTO	up_Q9UX72_Q9UX72_SULSO
da00498	pfam21_Q41PP5_Q41PP5_METBU	pfam21_Q41PP5_Q41PP5_METBU	pfam21_Q41TM9_Q41TM9_FERAC
da00499	up_Q8TYF6_Q8TYF6_METKA	up_Q58654_Y1257_METJA	up_Q8TYF6_Q8TYF6_METKA
da00500	up_Q976U6_Q976U6_SULTO	up_Q976U6_Q976U6_SULTO	up_Q4J6P9_Q4J6P9_SULAC
da00502	up_Q96Z45_Q96Z45_SULTO	up_Q96Z45_Q96Z45_SULTO	up_Q96X59_Q96X59_SULTO
da00503	up_Q3MGE4_Q3MGE4_ANAVT	up_Q8ZWW0_Q8ZWW0_PYRAE	up_P74527_P74527_SYNY3
da00504	up_Q8ZW38_Q8ZW38_PYRAE	up_Q8RG73_Q8RG73_FUSNN	up_Q467V4_Q467V4_METBF
da00505	up_P95484_P95484_PYRFU	up_P95484_P95484_PYRFU	up_Q9UYA0_Q9UYA0_PYRAB
da00507	up_O28928_TYPH1_ARCFU	up_O28928_TYPH1_ARCFU	pfam21_Q2CLU9_Q2CLU9_9EURY
da00508	pfam21_Q3G1N8_Q3G1N8_9DELT	pfam21_Q43D09_Q43D09_9CHLB	up_Q7MXE8_Q7MXE8_PORGI
da00509	up_O29217_O29217_ARCFU	up_Q849Y7_Q849Y7_ECOLX	up_O29217_O29217_ARCFU
da00510	up_Q4E749_Q4E749_9RICK	up_Q9F8L8_Q9F8L8_CARHY	up_Q8DLB3_Q8DLB3_THEEB
da00513	pfam21_Q2CPE8_Q2CPE8_9EURY	pfam21_Q2CPE8_Q2CPE8_9EURY	up_Q5UZ31_Q5UZ31_HALMA
da00514	up_Q82MC8_Q82MC8_STRAW	pfam21_Q4LYM4_Q4LYM4_9BURK	up_Q82MC8_Q82MC8_STRAW
da00515	up_O67379_O67379_AQUAE	up_Q9UZW1_Q9UZW1_PYRAB	up_O67379_O67379_AQUAE
da00516	up_Q4K7R9_Q4K7R9_PSEF5	up_Q3JM32_Q3JM32_BURP1	up_Q2FRY1_Q2FRY1_METHJ
da00517	up_Q8U025_Q8U025_PYRFU	up_Q8U025_Q8U025_PYRFU	up_Q5JFG5_Q5JFG5_PYRKO
da00519	up_Q2NFN7_Q2NFN7_METST	pfam21_Q4CGB5_Q4CGB5_CLOTM	up_Q8A955_Q8A955_BACTN
da00520	up_Q8TTE6_Q8TTE6_METAC	up_Q47WK3_Q47WK3_COLP3	up_Q8TTE6_Q8TTE6_METAC
da00521	up_Q8TR89_Q8TR89_METAC	up_Q8PUN7_Q8PUN7_METMA	up_Q8TR89_Q8TR89_METAC
da00523	up_Q2FLM7_Q2FLM7_METHJ	up_Q2FLM7_Q2FLM7_METHJ	up_Q8TP84_Q8TP84_METAC
da00524	pfam21_Q26XD4_Q26XD4_XANP2	up_Q1NL13_Q1NL13_9DELT	pfam21_Q3XNU7_Q3XNU7_9PROT
da00525	up_Q8PSK6_Q8PSK6_METMA	up_Q8PSK6_Q8PSK6_METMA	up_Q8TMY7_Q8TMY7_METAC
da00526	up_Q2T1A0_Q2T1A0_BURTA	pfam21_Q35V32_Q35V32_9GAMM	up_Q8YVD2_Q8YVD2_ANASP
da00527	up_Q8TKH5_Q8TKH5_METAC	up_Q8PS79_Q8PS79_METMA	up_Q75FI7_Q75FI7_LEPIC
da00529	up_Q8TI05_Q8TI05_METAC	up_Q8PY18_Q8PY18_METMA	up_Q8TI05_Q8TI05_METAC
da00531	up_Q8PVB1_Q8PVB1_METMA	up_Q8PVB1_Q8PVB1_METMA	up_Q8PVB1_Q8PVB1_METMA
da00532	up_Q2GQV2_Q2GQV2_CHAGB	pfam21_Q4I4S9_Q4I4S9_GIBZE	up_Q9Y7C6_Q9Y7C6_ASPTE
da00533	up_Q2U101_Q2U101_ASPOR	pfam21_Q4HWS1_Q4HWS1_GIBZE	up_Q7S286_Q7S286_NEUCR
da00534	up_Q331Q2_Q331Q2_9ACTO	pfam21_Q3FIT9_Q3FIT9_9BURK	pfam21_Q7S736_Q7S736_NEUCR
da00536	up_Q6CDG3_Q6CDG3_YARLI	up_Q59KU3_Q59KU3_CANAL	up_Q876N1_Q876N1_ASPFU
da00537	up_Q9C1C5_Q9C1C5_TRIVE	up_Q8DTJ8_Q8DTJ8_STRMU	up_Q9C1C5_Q9C1C5_TRIVE
da00538	up_Q4P5M6_Q4P5M6_USTMA	up_Q3UAC4_Q3UAC4_MOUSE	pfam21_Q9HGP6_Q9HGP6_SCHPO
da00539	up_Q2H719_Q2H719_CHAGB	up_Q2U072_Q2U072_ASPOR	up_Q4P8E5_Q4P8E5_USTMA
da00540	up_Q29N57_Q29N57_DROPS	pfam21_Q619W4_Q619W4_CAEBR	up_Q2UMM6_Q2UMM6_ASPOR
da00541	up_Q6FWT4_SPT16_CANGA	up_O94267_SPT16_SCHPO	up_Q5CYL0_Q5CYL0_CRYPV
da00544	up_O43032_SRPR_SCHPO	pfam21_O17865_O17865_CAEEL	up_Q4PF71_Q4PF71_USTMA
da00546	up_Q8FGC5_Q8FGC5_ECOL6	up_Q30CS3_Q30CS3_STRAU	pfam21_Q3HJ35_Q3HJ35_TRIER
da00547	up_Q5KIA9_SET1_CRYNE	up_Q9Y7R4_SET1_SCHPO	up_Q5F3P8_SET1B_CHICK
da00548	up_Q5US50_Q5US50_9LECA	up_Q1L5A6_Q1L5A6_9ERIC	up_Q5US44_Q5US44_9LECA
da00549	pfam21_Q7QC13_Q7QC13_ANOGA	up_Q8MML0_Q8MML0_DROAN	up_Q4PFV6_Q4PFV6_USTMA
da00550	up_Q2UED0_Q2UED0_ASPOR	pfam21_Q4IML4_Q4IML4_GIBZE	up_Q6CLT0_Q6CLT0_KLULA
da00551	up_Q1ZZK0_Q1ZZK0_9BACT	up_Q2U4F1_Q2U4F1_ASPOR	up_Q9HGE0_Q9HGE0_GIBMO
da00553	pfam21_Q3ZNB6_Q3ZNB6_9PEZI	pfam21_Q4W941_Q4W941_ASPFU	up_Q2UBU3_Q2UBU3_ASPOR
da00554	up_Q8KND3_Q8KND3_MICEC	up_Q8FGC0_Q8FGC0_ECOL6	up_Q8TGD6_Q8TGD6_ASPTE
da00555	up_Q6A4K4_Q6A4K4_NEOFR	up_Q6A4K4_Q6A4K4_NEOFR	up_O13497_O13497_NEOPA
da00556	up_P78720_P78720_ORPSP	up_P78721_P78721_ORPSP	up_Q96V98_Q96V98_ORPSP
da00558	pfam21_Q4I123_Q4I123_GIBZE	pfam21_Q4I123_Q4I123_GIBZE	up_Q7RXM0_Q7RXM0_NEUCR
da00559	up_Q5KDK1_Q5KDK1_CRYNE	up_Q5A5D0_Q5A5D0_CANAL	up_Q5KDK1_Q5KDK1_CRYNE
da00561	up_Q2HAS0_Q2HAS0_CHAGB	up_Q2HAS0_Q2HAS0_CHAGB	up_Q757B9_Q757B9_ASHGO
da00563	up_Q9URP5_Q9URP5_PHACH	up_Q8TGC6_Q8TGC6_PHACH	up_O74203_O74203_PHACH
da00564	up_Q9HGM8_KU80_SCHPO	pfam21_Q7Q190_Q7Q190_ANOGA	up_Q4Q7S5_Q4Q7S5_LEIMA
da00566	up_Q6P0R5_Q6P0R5_DANRE	pfam21_Q5TXC2_Q5TXC2_ANOGA	up_Q8IYR2_SMYD4_HUMAN
da00567	pfam21_Q1S3B8_Q1S3B8_MEDTR	up_Q6EEH6_Q6EEH6_PIG	up_Q8IBB0_Q8IBB0_PLAF7
da00568	pfam21_Q7S8U6_Q7S8U6_NEUCR	up_Q8TFN3_Q8TFN3_NEUCR	pfam21_Q4IJX6_Q4IJX6_GIBZE
da00570	pfam21_Q4HUZ9_Q4HUZ9_GIBZE	up_Q9UUS4_Q9UUS4_9PEZI	pfam21_Q4HUZ9_Q4HUZ9_GIBZE
da00572	up_Q9C104_GDE1_SCHPO	up_Q6C3R1_Q6C3R1_YARLI	up_Q9C104_GDE1_SCHPO
da00574	up_Q8X027_Q8X027_NEUCR	up_Q2GVZ4_Q2GVZ4_CHAGB	pfam21_Q4IQ57_Q4IQ57_GIBZE
da00575	pfam21_Q2WUD6_Q2WUD6_CLOBE	up_Q27096_Q27096_TRIVA	pfam21_Q4CDI0_Q4CDI0_CLOTM
da00576	up_O69146_O69146_BACSU	up_P97961_P97961_9PEZI	up_O69146_O69146_BACSU
da00577	up_Q96UN8_Q96UN8_EMENI	pfam21_Q5TU13_Q5TU13_ANOGA	pfam21_Q80V98_Q80V98_MOUSE
da00578	up_O93860_O93860_9FUNG	up_Q874B0_Q874B0_9FUNG	up_O93860_O93860_9FUNG
da00579	up_Q6TBN8_Q6TBN8_9NOST	up_Q6TBM5_Q6TBM5_OSCAG	pfam21_Q3W1F2_Q3W1F2_9ACTO
da00581	up_Q4Y6R7_Q4Y6R7_PLACH	up_Q9Y8F4_Q9Y8F4_EMENI	up_Q4MQY3_Q4MQY3_BACCE
da00582	pfam21_Q7RVV6_Q7RVV6_NEUCR	up_Q9HE44_Q9HE44_NEUCR	up_Q2HB86_Q2HB86_CHAGB
da00583	up_O94231_O94231_KLULA	up_O94231_O94231_KLULA	up_Q99367_Q99367_SOYBN
da00587	up_Q8SWT2_Q8SWT2_DROME	up_Q4Q0J4_Q4Q0J4_LEIMA	up_O60114_YG65_SCHPO
da00589	up_Q8NJX5_Q8NJX5_9FUNG	up_Q870A8_Q870A8_9FUNG	up_Q8NJX5_Q8NJX5_9FUNG
da00590	up_Q4SPX8_Q4SPX8_TETNG	pfam21_Q7TSF5_Q7TSF5_MOUSE	up_O88491_NSD1_MOUSE
da00591	up_Q9VQH2_DUOX_DROME	up_Q8BZ02_Q8BZ02_MOUSE	up_Q4S1D3_Q4S1D3_TETNG
da00592	up_Q5NCJ4_Q5NCJ4_MOUSE	pfam21_Q7PVJ2_Q7PVJ2_ANOGA	up_Q5NCJ1_Q5NCJ1_MOUSE
da00593	pfam21_Q8BZ37_Q8BZ37_MOUSE	pfam21_Q6GQS4_Q6GQS4_MOUSE	up_Q28YW0_Q28YW0_DROPS
da00594	up_Q9BZ95_NSD3_HUMAN	pfam21_Q9BYU8_Q9BYU8_HUMAN	up_Q96L73_NSD1_HUMAN
da00595	up_Q9P2Q6_Q9P2Q6_HUMAN	pfam21_Q62205_SCN9A_MOUSE	up_O44930_O44930_AIPPA
da00596	up_Q4R6A3_Q4R6A3_MACFA	up_Q96GF5_Q96GF5_HUMAN	pfam21_Q96LH9_Q96LH9_HUMAN
da00597	up_Q4RJI7_Q4RJI7_TETNG	pfam21_Q1S1X2_Q1S1X2_MEDTR	up_Q8VZZ0_Q8VZZ0_CHLRE
da00598	pfam21_Q961S6_Q961S6_DROME	pfam21_Q7PZ23_Q7PZ23_ANOGA	pfam21_Q29G04_Q29G04_DROPS
da00599	pfam21_Q6KAR7_Q6KAR7_MOUSE	up_Q8N4Y1_Q8N4Y1_HUMAN	up_Q3UEA9_Q3UEA9_MOUSE
da00600	pfam21_O88469_O88469_RAT	pfam21_Q7ZTN0_Q7ZTN0_XENLA	up_O95267_GRP1_HUMAN
da00601	up_Q9LVW8_Q9LVW8_ARATH	up_Q9H8B9_Q9H8B9_HUMAN	up_Q3LW60_Q3LW60_BIGNA
da00602	up_Q5R9B2_RPGFL_PONPY	up_Q4T9F6_Q4T9F6_TETNG	up_Q8R3E5_Q8R3E5_MOUSE
da00604	pfam21_Q5VSK3_Q5VSK3_HUMAN	pfam21_Q5VSK3_Q5VSK3_HUMAN	up_Q9ULK0_GRID1_HUMAN
da00606	up_Q6XYC3_Q6XYC3_HUMAN	up_Q6XYC3_Q6XYC3_HUMAN	up_Q7KTN8_Q7KTN8_DROME
da00607	pfam21_Q96I86_Q96I86_HUMAN	pfam21_Q96I86_Q96I86_HUMAN	up_Q54EQ0_Q54EQ0_DICDI
da00608	up_Q9H804_Q9H804_HUMAN	up_Q9H804_Q9H804_HUMAN	pfam21_Q9V386_Q9V386_DROME
da00609	up_Q4RG56_Q4RG56_TETNG	up_Q4RG56_Q4RG56_TETNG	pfam21_Q5VWL5_Q5VWL5_HUMAN
da00610	up_Q9H0B8_CRLD2_HUMAN	pfam21_Q96K61_Q96K61_HUMAN	up_Q4SVD9_Q4SVD9_TETNG
da00611	up_Q9DBC3_FTSJ2_MOUSE	up_Q9BE96_Q9BE96_MACFA	pfam21_Q14670_Q14670_HUMAN
da00612	up_Q4TBY8_Q4TBY8_TETNG	up_Q1LV42_Q1LV42_DANRE	up_P69526_TMPS9_RAT
da00613	up_Q3UQC2_Q3UQC2_MOUSE	pfam21_Q9V9A3_Q9V9A3_DROME	up_Q3UQC2_Q3UQC2_MOUSE
da00614	pfam21_Q3P703_Q3P703_PARDE	up_Q9CSL3_Q9CSL3_MOUSE	pfam21_Q3P703_Q3P703_PARDE
da00616	up_Q8R1V9_Q8R1V9_MOUSE	up_Q95WA1_Q95WA1_SCHMA	up_Q9BUZ3_Q9BUZ3_HUMAN
da00617	pfam21_O95671_ASML_HUMAN	up_Q5R8Q9_Q5R8Q9_PONAB	up_Q7SXW8_Q7SXW8_DANRE
da00618	up_Q5RCH4_FAD1_PONAB	pfam21_Q99764_Q99764_HUMAN	up_Q8NFF5_FAD1_HUMAN
da00621	up_Q8WTY5_Q8WTY5_HUMAN	up_Q8WTY5_Q8WTY5_HUMAN	up_Q59H80_Q59H80_HUMAN
da00622	pfam21_Q2M171_Q2M171_DROPS	up_O88902_PTN23_RAT	up_Q960G3_Q960G3_DROME
da00624	up_Q8R5I4_GRP4_RAT	pfam21_Q811P7_Q811P7_MOUSE	pfam21_Q3U3I4_Q3U3I4_MOUSE
da00625	pfam21_Q96NZ2_Q96NZ2_HUMAN	up_Q8BX41_Q8BX41_MOUSE	pfam21_Q96NZ2_Q96NZ2_HUMAN
da00626	up_Q9UG47_Q9UG47_HUMAN	up_Q9UG47_Q9UG47_HUMAN	up_Q9UG47_Q9UG47_HUMAN
da00627	pfam21_Q50QX4_Q50QX4_ENTHI	up_Q9R5V1_Q9R5V1_ECOLX	up_Q4FFY9_Q4FFY9_GINBI
da00629	pfam21_Q8BQE9_Q8BQE9_MOUSE	pfam21_Q2PFY2_Q2PFY2_MACFA	up_Q8L5Y9_PANK2_ARATH
da00630	up_Q9MZS1_HCN1_RABIT	up_Q56JH9_Q56JH9_DROME	up_Q4SNA3_Q4SNA3_TETNG
da00631	pfam21_Q6PKA2_Q6PKA2_HUMAN	pfam21_Q9H288_Q9H288_HUMAN	pfam21_Q99NH0_Q99NH0_MOUSE
da00632	pfam21_Q7PMX5_Q7PMX5_ANOGA	up_Q4REX8_Q4REX8_TETNG	pfam21_O60275_O60275_HUMAN
da00633	pfam21_Q5HZ61_Q5HZ61_XENTR	up_Q80U60_Q80U60_MOUSE	pfam21_Q92626_Q92626_HUMAN
da00634	up_Q4RZ57_Q4RZ57_TETNG	up_Q8C4M8_Q8C4M8_MOUSE	up_Q9WUT8_Q9WUT8_MOUSE
da00635	up_Q20BH0_Q20BH0_HUMAN	up_Q5JLI4_Q5JLI4_ORYSJ	up_Q20BH0_Q20BH0_HUMAN
da00636	up_Q54J80_Q54J80_DICDI	pfam21_Q4W5A9_Q4W5A9_HUMAN	up_Q54J80_Q54J80_DICDI
da00638	up_Q9ZFY2_Q9ZFY2_9DEIN	pfam21_Q1VI16_Q1VI16_9FLAO	pfam21_Q83G99_Q83G99_TROWT
da00640	up_Q4RUJ7_Q4RUJ7_TETNG	up_Q4RUJ7_Q4RUJ7_TETNG	pfam21_Q8IZJ3_Q8IZJ3_HUMAN
da00641	up_Q5R8C3_Q5R8C3_PONAB	up_Q5R8C3_Q5R8C3_PONAB	up_Q571A8_Q571A8_MOUSE
da00643	up_Q6SHL8_Q6SHL8_9BACT	up_Q3LBX6_Q3LBX6_9MOLU	up_Q9RY21_Q9RY21_DEIRA
da00644	up_Q9WTR8_PHLP1_RAT	up_Q8CHE4_PHLP1_MOUSE	up_O60346_PHLP1_HUMAN
da00646	up_Q4SLZ0_Q4SLZ0_TETNG	up_Q28CP1_Q28CP1_XENTR	up_Q17372_Q17372_CAEEL
da00647	pfam21_Q5SS52_Q5SS52_MOUSE	pfam21_Q5SS52_Q5SS52_MOUSE	pfam21_Q22PY6_Q22PY6_TETTH
da00650	pfam21_Q8NCF0_Q8NCF0_HUMAN	pfam21_Q7TMA7_Q7TMA7_MOUSE	up_Q8IT70_Q8IT70_HYDAT
da00652	up_Q4N888_Q4N888_THEPA	up_Q4N888_Q4N888_THEPA	up_Q55CI8_HELCL_DICDI
da00653	pfam21_Q2PMV6_Q2PMV6_CYPCA	up_Q2I627_Q2I627_GLOMM	pfam21_Q8N3A7_Q8N3A7_HUMAN
da00654	up_Q8K040_Q8K040_MOUSE	up_Q9N0M4_Q9N0M4_CERNI	up_Q7M0B0_Q7M0B0_MESAU
da00655	up_Q6JSS5_Q6JSS5_9MYRI	up_Q9BNK8_Q9BNK8_9MYRI	up_Q9BNK8_Q9BNK8_9MYRI
da00656	up_Q9NJJ5_Q9NJJ5_9CRUS	up_Q1L5Z5_Q1L5Z5_RHOMC	up_Q9NJJ7_Q9NJJ7_SCOPO
da00657	up_Q8ISY6_Q8ISY6_9MUSC	up_Q8ISW5_Q8ISW5_DROAI	pfam21_Q1LVZ9_Q1LVZ9_BRARE
da00658	up_Q6JU27_Q6JU27_9CRUS	up_Q6JTY0_Q6JTY0_9CRUS	up_Q9NJJ2_Q9NJJ2_9HEXA
da00659	up_Q7JNX8_Q7JNX8_LEIDO	up_Q6UZ94_Q6UZ94_APHAV	up_Q308K2_Q308K2_9HOMO
da00661	up_Q9Y1L5_Q9Y1L5_PLAFA	up_Q4XY01_Q4XY01_PLACH	up_Q8IJ77_Q8IJ77_PLAF7
da00662	up_O65531_O65531_ARATH	up_O65531_O65531_ARATH	pfam21_Q1SZC3_Q1SZC3_MEDTR
da00664	pfam21_Q9XUC3_Q9XUC3_CAEEL	up_Q73VY8_Q73VY8_MYCPA	pfam21_Q8IKE1_Q8IKE1_PLAF7
da00665	pfam21_Q61YT8_Q61YT8_CAEBR	up_Q5DTR1_Q5DTR1_MOUSE	pfam21_Q61YT8_Q61YT8_CAEBR
da00667	pfam21_Q29IX0_Q29IX0_DROPS	up_Q9NF72_Q9NF72_DROME	pfam21_Q29IX0_Q29IX0_DROPS
da00668	up_O01795_O01795_CAEEL	pfam21_Q61UX8_Q61UX8_CAEBR	up_O01795_O01795_CAEEL
da00671	up_Q8IT14_Q8IT14_9MUSC	up_Q3L0C8_Q3L0C8_DROYA	up_Q8ISW9_Q8ISW9_DROAI
da00672	up_Q241B3_Q241B3_TETTH	up_Q89QY9_Q89QY9_BRAJA	up_Q241B3_Q241B3_TETTH
da00673	up_Q9VPW4_Q9VPW4_DROME	up_Q3V3C0_Q3V3C0_MOUSE	pfam21_Q29LI1_Q29LI1_DROPS
da00676	up_Q7QGM3_Q7QGM3_ANOGA	pfam21_Q7Q7S8_Q7Q7S8_ANOGA	pfam21_Q43TE3_Q43TE3_SOLUS
da00678	up_Q20616_Q20616_CAEEL	up_Q20616_Q20616_CAEEL	up_Q95QH6_Q95QH6_CAEEL
da00679	pfam21_Q622H2_Q622H2_CAEBR	pfam21_Q93564_Q93564_CAEEL	pfam21_Q622H2_Q622H2_CAEBR
da00680	up_Q8MYN9_Q8MYN9_CAEEL	up_O44874_O44874_CAEEL	up_Q9XWA6_Q9XWA6_CAEEL
da00681	up_Q966L9_GLH2_CAEEL	up_Q966L9_GLH2_CAEEL	pfam21_Q29FI9_Q29FI9_DROPS
da00682	up_Q6JU33_Q6JU33_9CRUS	up_Q9BNA4_Q9BNA4_9ARAC	up_Q6JU03_Q6JU03_9HEXA
da00684	up_Q95T40_Q95T40_DROME	up_Q80XX7_Q80XX7_CAVPO	up_Q5XQT5_Q5XQT5_APIME
da00686	up_Q7SAP1_MCD4_NEUCR	up_Q9N3C5_Q9N3C5_CAEEL	up_Q4W9R7_MCD4_ASPFU
da00687	up_Q9N6U2_Q9N6U2_CLYAR	up_Q9N6U2_Q9N6U2_CLYAR	up_Q9N6U0_Q9N6U0_LEPDE
da00688	up_Q2TUM7_Q2TUM7_9SPER	up_Q873Q2_Q873Q2_SMICU	up_Q9BHM5_Q9BHM5_9MICR
da00689	pfam21_Q3XMF2_Q3XMF2_9PROT	up_Q9U023_Q9U023_GIALA	pfam21_Q3XMF2_Q3XMF2_9PROT
da00690	up_Q582N4_Q582N4_9TRYP	up_Q9CRI5_Q9CRI5_MOUSE	up_Q4FXU9_Q4FXU9_LEIMA
da00691	pfam21_Q9U3N7_Q9U3N7_CAEEL	up_Q9NHZ3_Q9NHZ3_DROME	up_Q4W5F5_Q4W5F5_HUMAN
da00692	up_Q4H3X1_Q4H3X1_CIOIN	up_Q3TPB7_Q3TPB7_MOUSE	up_Q59FG6_Q59FG6_HUMAN
da00693	up_Q8I7P1_Q8I7P1_9CNID	up_Q9YIA5_Q9YIA5_CYPCA	up_Q8WPD7_Q8WPD7_CIOIN
da00695	up_Q387I8_Q387I8_9TRYP	up_Q8T307_Q8T307_TRYBB	up_Q8T307_Q8T307_TRYBB
da00696	pfam21_Q2M3G0_Q2M3G0_HUMAN	up_Q4R449_Q4R449_MACFA	up_Q5CV38_Q5CV38_CRYPV
da00699	up_Q80UQ5_Q80UQ5_MOUSE	up_Q62173_Q62173_MOUSE	up_Q62174_Q62174_MOUSE
