#GI	Number_of_domains	Repeated_domain?	Embedded_domain(s)?
up_Q6CQU3_Q6CQU3_KLULA	2	0	0
up_Q6CQZ9_Q6CQZ9_KLULA	2	0	0
pfam21_Q6CRB0_Q6CRB0_KLULA	2	1	0
up_Q6CRG2_Q6CRG2_KLULA	3	0	0
up_Q6CRH5_Q6CRH5_KLULA	3	0	0
up_Q6CS53_Q6CS53_KLULA	2	0	0
up_Q6CS74_Q6CS74_KLULA	2	0	0
up_Q6CSJ7_Q6CSJ7_KLULA	2	0	0
up_Q6CSW1_ROK1_KLULA	2	0	0
up_Q6CSW5_Q6CSW5_KLULA	2	0	0
up_Q6CSW6_Q6CSW6_KLULA	2	0	0
up_Q6CT05_Q6CT05_KLULA	2	0	0
up_Q6CT34_ATR_KLULA	3	0	0
up_Q6CT60_HEM3_KLULA	2	0	0
up_Q6CT61_LYS4_KLULA	2	0	0
pfam21_Q6CTB5_Q6CTB5_KLULA	2	0	0
up_Q6CTC1_Q6CTC1_KLULA	3	0	0
up_Q6CTE8_Q6CTE8_KLULA	3	0	0
up_Q6CTN7_MAK5_KLULA	2	0	0
up_Q6CTR1_Q6CTR1_KLULA	2	0	0
up_Q6CTR2_Q6CTR2_KLULA	3	0	0
up_Q6CTT1_Q6CTT1_KLULA	2	0	0
up_Q6CU05_Q6CU05_KLULA	2	0	0
up_Q6CU33_Q6CU33_KLULA	4	0	0
up_Q6CU38_Q6CU38_KLULA	3	0	0
up_Q6CU49_Q6CU49_KLULA	2	0	0
up_Q6CU80_Q6CU80_KLULA	2	0	0
up_Q6CUB4_KU70_KLULA	3	0	0
up_Q6CUD3_Q6CUD3_KLULA	6	0	0
up_Q6CUP0_Q6CUP0_KLULA	2	0	0
up_Q6CUP1_Q6CUP1_KLULA	3	0	0
up_Q6CUR8_Q6CUR8_KLULA	4	1	0
up_Q6CUS7_DPOE_KLULA	3	1	0
up_Q6CV12_SPB1_KLULA	2	0	0
up_Q6CV69_Q6CV69_KLULA	2	0	0
up_Q6CV74_Q6CV74_KLULA	4	1	0
up_Q6CV87_Q6CV87_KLULA	6	1	0
up_Q6CV88_Q6CV88_KLULA	2	0	0
up_Q6CVH5_Q6CVH5_KLULA	2	0	0
up_Q6CW26_Q6CW26_KLULA	2	0	0
up_Q6CW36_MCD4_KLULA	2	0	0
up_Q6CW99_Q6CW99_KLULA	2	0	0
up_Q6CWC2_NTE1_KLULA	3	1	0
up_Q6CWD8_Q6CWD8_KLULA	2	0	0
up_Q6CWN6_Q6CWN6_KLULA	3	0	0
up_Q6CWS4_Q6CWS4_KLULA	2	1	1
up_Q6CWU6_Q6CWU6_KLULA	2	0	0
up_Q6CXB7_HAS1_KLULA	2	0	0
up_Q6CXG7_Q6CXG7_KLULA	2	0	0
up_Q6CXP5_SET2_KLULA	2	0	0
up_Q6CXV9_Q6CXV9_KLULA	2	0	0
up_Q6CXX1_Q6CXX1_KLULA	2	0	0
up_Q6CY02_Q6CY02_KLULA	7	1	0
up_Q6CY10_LTE1_KLULA	2	0	0
up_Q6CYG1_Q6CYG1_KLULA	2	0	0
up_Q6FIK1_Q6FIK1_CANGA	2	0	0
up_Q6FIK4_Q6FIK4_CANGA	2	0	0
up_Q6FIV4_Q6FIV4_CANGA	6	0	0
up_Q6FIW7_Q6FIW7_CANGA	2	0	0
up_Q6FIX6_Q6FIX6_CANGA	3	0	0
up_Q6FIY0_Q6FIY0_CANGA	2	0	0
up_Q6FJK7_Q6FJK7_CANGA	7	0	0
up_Q6FJQ4_Q6FJQ4_CANGA	2	0	0
up_Q6FK10_Q6FK10_CANGA	2	0	0
up_Q6FK26_Q6FK26_CANGA	3	0	0
up_Q6FK85_Q6FK85_CANGA	2	0	0
up_Q6FK98_Q6FK98_CANGA	2	0	0
up_Q6FKB0_Q6FKB0_CANGA	4	0	0
up_Q6FKG9_Q6FKG9_CANGA	5	0	0
up_Q6FKI1_Q6FKI1_CANGA	2	0	0
up_Q6FKJ1_NTE1_CANGA	3	1	0
up_Q6FKK8_Q6FKK8_CANGA	6	0	0
up_Q6FKK9_Q6FKK9_CANGA	2	1	0
up_Q6FKR9_Q6FKR9_CANGA	2	0	0
up_Q6FKW9_Q6FKW9_CANGA	2	0	0
up_Q6FKZ7_Q6FKZ7_CANGA	2	0	0
up_Q6FLC2_Q6FLC2_CANGA	4	0	0
up_Q6FLE2_NM111_CANGA	2	0	0
up_Q6FLI8_Q6FLI8_CANGA	2	0	0
up_Q6FLU9_Q6FLU9_CANGA	2	0	0
up_Q6FLX9_Q6FLX9_CANGA	2	0	0
up_Q6FM07_Q6FM07_CANGA	2	0	0
up_Q6FM51_LYS4_CANGA	2	0	0
up_Q6FM69_Q6FM69_CANGA	2	0	0
up_Q6FM73_Q6FM73_CANGA	3	0	0
up_Q6FMF1_Q6FMF1_CANGA	3	1	0
up_Q6FMH6_Q6FMH6_CANGA	3	0	0
up_Q6FMM6_Q6FMM6_CANGA	6	0	0
up_Q6FN20_Q6FN20_CANGA	2	0	0
up_Q6FNA6_Q6FNA6_CANGA	2	0	0
up_Q6FND0_Q6FND0_CANGA	3	0	0
up_Q6FNE7_Q6FNE7_CANGA	7	1	0
up_Q6FNF4_Q6FNF4_CANGA	4	1	0
up_Q6FNL5_Q6FNL5_CANGA	2	0	0
up_Q6FNN8_Q6FNN8_CANGA	2	0	0
up_Q6FNP0_Q6FNP0_CANGA	3	0	0
up_Q6FNR4_HEM3_CANGA	2	0	0
up_Q6FNY7_DPOE_CANGA	3	1	0
up_Q6FNZ2_Q6FNZ2_CANGA	4	1	0
up_Q6FP06_Q6FP06_CANGA	2	0	0
up_Q6FP09_Q6FP09_CANGA	2	0	0
up_Q6FP32_Q6FP32_CANGA	8	1	0
up_Q6FP57_Q6FP57_CANGA	2	0	0
up_Q6FP63_Q6FP63_CANGA	2	0	0
up_Q6FPC4_Q6FPC4_CANGA	3	0	0
up_Q6FPE6_Q6FPE6_CANGA	3	1	1
up_Q6FPJ6_Q6FPJ6_CANGA	2	0	0
up_Q6FPK3_Q6FPK3_CANGA	3	0	0
up_Q6FPK4_Q6FPK4_CANGA	4	0	0
up_Q6FPL1_Q6FPL1_CANGA	2	1	0
up_Q6FPL5_Q6FPL5_CANGA	3	1	0
up_Q6FPZ1_Q6FPZ1_CANGA	2	0	0
up_Q6FQF0_UBP4_CANGA	2	0	0
up_Q6FQG1_Q6FQG1_CANGA	3	0	0
up_Q6FQJ7_Q6FQJ7_CANGA	2	1	0
up_Q6FQM0_Q6FQM0_CANGA	2	0	0
up_Q6FQM1_Q6FQM1_CANGA	3	1	0
up_Q6FQM6_Q6FQM6_CANGA	2	0	0
up_Q6FQM7_Q6FQM7_CANGA	2	1	0
up_Q6FQU0_Q6FQU0_CANGA	2	0	0
up_Q6FQX8_Q6FQX8_CANGA	2	0	0
up_Q6FQY4_ENO2_CANGA	2	0	0
up_Q6FQZ1_Q6FQZ1_CANGA	2	0	0
up_Q6FR20_Q6FR20_CANGA	2	0	0
up_Q6FRH5_Q6FRH5_CANGA	2	0	0
up_Q6FRL6_Q6FRL6_CANGA	3	0	0
up_Q6FRU1_Q6FRU1_CANGA	2	0	0
up_Q6FRZ9_ATM_CANGA	2	0	0
up_Q6FS22_Q6FS22_CANGA	2	1	0
up_Q6FS95_Q6FS95_CANGA	2	0	0
up_Q6FSD3_Q6FSD3_CANGA	2	0	0
up_Q6FSE1_Q6FSE1_CANGA	3	0	0
up_Q6FSE2_Q6FSE2_CANGA	2	0	0
up_Q6FSQ3_Q6FSQ3_CANGA	2	1	0
up_Q6FSR2_Q6FSR2_CANGA	2	0	0
up_Q6FSR7_Q6FSR7_CANGA	3	0	0
up_Q6FSZ1_Q6FSZ1_CANGA	2	0	0
up_Q6FSZ4_Q6FSZ4_CANGA	3	0	0
up_Q6FT12_LTE1_CANGA	2	0	0
up_Q6FT52_Q6FT52_CANGA	2	0	0
up_Q6FT78_Q6FT78_CANGA	2	0	0
up_Q6FTM0_LKHA4_CANGA	2	0	0
up_Q6FTN5_Q6FTN5_CANGA	2	0	0
up_Q6FTQ7_Q6FTQ7_CANGA	6	1	0
up_Q6FTR9_Q6FTR9_CANGA	4	1	0
up_Q6FTW6_ENO1_CANGA	2	0	0
up_Q6FTX6_Q6FTX6_CANGA	2	1	0
up_Q6FU24_Q6FU24_CANGA	6	0	0
up_Q6FU78_RUVB1_CANGA	2	1	0
up_Q6FUF3_GUAA_CANGA	3	0	0
up_Q6FUL9_Q6FUL9_CANGA	2	0	0
up_Q6FUN7_Q6FUN7_CANGA	2	0	0
up_Q6FUU9_Q6FUU9_CANGA	10	1	0
up_Q6FV13_Q6FV13_CANGA	2	0	0
up_Q6FV16_Q6FV16_CANGA	5	0	0
up_Q6FV32_Q6FV32_CANGA	3	0	0
up_Q6FVA6_Q6FVA6_CANGA	3	0	0
up_Q6FVB8_Q6FVB8_CANGA	2	0	0
up_Q6FVK0_Q6FVK0_CANGA	2	0	0
up_Q6FVK7_Q6FVK7_CANGA	2	0	0
pfam21_Q6FVM0_Q6FVM0_CANGA	2	0	0
up_Q6FVQ4_Q6FVQ4_CANGA	2	0	0
up_Q6FVQ6_Q6FVQ6_CANGA	3	0	0
up_Q6FVQ9_Q6FVQ9_CANGA	2	0	0
up_Q6FVR0_Q6FVR0_CANGA	2	0	0
up_Q6FW40_Q6FW40_CANGA	16	1	0
up_Q6FW42_DRS1_CANGA	2	0	0
up_Q6FW94_Q6FW94_CANGA	2	0	0
up_Q6FWD2_Q6FWD2_CANGA	2	0	0
up_Q6FWF8_Q6FWF8_CANGA	3	0	0
up_Q6FWI7_SIR2_CANGA	2	0	0
up_Q6FWK0_Q6FWK0_CANGA	2	0	0
up_Q6FWS5_Q6FWS5_CANGA	4	1	0
up_Q6FWT4_SPT16_CANGA	3	0	0
up_Q6FWY4_Q6FWY4_CANGA	2	0	0
up_Q6FX00_Q6FX00_CANGA	2	1	1
up_Q6FX42_ATR_CANGA	3	0	0
up_Q6FX50_SET2_CANGA	2	0	0
up_Q6FX63_SPB1_CANGA	2	0	0
up_Q6FXB3_Q6FXB3_CANGA	3	0	0
up_Q6FXG1_Q6FXG1_CANGA	4	1	0
up_Q6FXR9_Q6FXR9_CANGA	3	0	0
up_Q6FXV1_Q6FXV1_CANGA	2	0	0
up_Q6FXW2_Q6FXW2_CANGA	2	0	0
up_Q6FY04_Q6FY04_CANGA	2	0	0
up_Q6FY11_Q6FY11_CANGA	3	0	0
up_Q6FY67_MAK5_CANGA	2	0	0
up_Q69F35_SUB4_TRIRU	2	0	0
up_Q69F57_SUB2_TRIRU	2	0	0
up_Q69F58_SUB1_TRIRU	2	0	0
up_Q69IF7_Q69IF7_PHANO	2	0	0
up_Q6A3P9_UREA_ASPFU	4	1	1
up_Q6A4K4_Q6A4K4_NEOFR	2	0	0
up_Q6A4K5_Q6A4K5_NEOPA	2	0	0
up_Q6A4K7_Q6A4K7_9FUNG	3	1	0
up_Q6AHS3_Q6AHS3_PNECA	2	0	0
up_Q6AHS6_Q6AHS6_PNECA	2	0	0
up_Q6AHU5_Q6AHU5_PNECA	2	0	0
up_Q6AHU8_Q6AHU8_PNECA	2	0	0
up_Q6AHV9_Q6AHV9_PNECA	2	0	0
up_Q6AHW2_Q6AHW2_PNECA	2	0	0
up_Q6B1T2_Q6B1T2_YEAST	2	0	0
pfam21_Q6B267_Q6B267_YEAST	3	0	0
up_Q6B272_Q6B272_YEAST	2	0	0
up_Q6B4U7_GLNA_DEBHA	2	0	0
up_Q71SG6_Q71SG6_HUMAN	2	0	0
pfam21_Q6FG40_Q6FG40_HUMAN	2	0	0
pfam21_Q6FG89_Q6FG89_HUMAN	4	0	0
up_Q6FHN2_Q6FHN2_HUMAN	2	0	0
pfam21_Q6FHX0_Q6FHX0_HUMAN	2	0	0
pfam21_Q6GMQ2_Q6GMQ2_HUMAN	5	0	0
pfam21_Q6GPH8_Q6GPH8_HUMAN	2	0	0
pfam21_Q6GV31_Q6GV31_HUMAN	5	1	0
pfam21_Q6DCB3_Q6DCB3_HUMAN	2	0	0
up_Q6DN90_IQEC1_HUMAN	2	0	0
pfam21_Q6DJV9_Q6DJV9_HUMAN	2	0	0
up_Q69YM2_Q69YM2_HUMAN	2	0	0
pfam21_Q6AI55_Q6AI55_HUMAN	2	0	0
up_Q6F6K3_Q6F6K3_CAEEL	2	0	0
up_Q6BFM8_Q6BFM8_PARTE	2	0	0
up_Q6BFY9_Q6BFY9_PARTE	2	0	0
up_Q6BG48_Q6BG48_PARTE	2	1	0
up_Q6BG52_Q6BG52_PARTE	2	1	0
up_Q6BG55_Q6BG55_PARTE	2	0	0
up_Q6BGE2_Q6BGE2_PARTE	2	1	0
up_Q6DLT3_Q6DLT3_AEDAE	5	1	0
up_Q6DLT5_Q6DLT5_AEDAL	3	1	0
up_Q6DLT6_Q6DLT6_AEDAL	3	1	0
up_Q6DLT7_Q6DLT7_AEDAL	2	1	0
up_Q6DLT8_Q6DLT8_AEDAL	2	1	0
up_Q6DLU1_Q6DLU1_AEDAE	3	1	0
up_Q6DNF3_GCY37_CAEEL	3	0	0
up_Q6DNF7_GCY32_CAEEL	3	0	0
up_Q6DUK1_Q6DUK1_TOXGO	2	0	0
up_Q6E5V9_Q6E5V9_GECLA	4	0	0
up_Q6E7B1_Q6E7B1_BRUMA	2	0	0
up_Q6E7B2_Q6E7B2_BRUMA	3	0	0
up_Q6E7B3_Q6E7B3_BRUMA	2	0	0
up_Q6E7B4_Q6E7B4_BRUMA	2	0	0
up_Q6E7B5_Q6E7B5_BRUMA	2	0	0
up_Q6E7B6_Q6E7B6_BRUMA	2	0	0
up_Q6E7B7_Q6E7B7_BRUMA	2	0	0
up_Q6EEV5_Q6EEV5_NEOCA	2	0	0
up_Q6F4H5_Q6F4H5_HEDDI	2	0	0
up_Q6F4H6_Q6F4H6_HEDDI	2	0	0
pfam21_Q6BEQ0_Q6BEQ0_CAEEL	2	0	0
up_Q6BET0_Q6BET0_CAEEL	2	0	0
up_Q6BEU3_Q6BEU3_CAEEL	2	1	0
up_Q6BEV2_Q6BEV2_CAEEL	2	0	0
up_Q69G21_Q69G21_TENMO	2	0	0
up_Q69HL7_Q69HL7_CIOIN	5	1	0
up_Q69HS3_Q69HS3_CIOIN	2	1	0
up_Q6A1I0_Q6A1I0_SUBDO	2	0	0
up_Q6A1I1_Q6A1I1_SUBDO	2	0	0
pfam21_Q6A4N1_Q6A4N1_CAEEL	2	0	0
up_Q6AW42_Q6AW42_9ANNE	2	0	0
up_Q6AW43_Q6AW43_9ANNE	2	0	0
up_Q6BDZ2_Q6BDZ2_POLMI	2	0	0
up_Q6BDZ3_Q6BDZ3_9BILA	2	0	0
up_Q6BDZ4_Q6BDZ4_HEDDI	2	0	0
up_Q6BDZ5_Q6BDZ5_9ANNE	2	0	0
up_Q6BDZ6_Q6BDZ6_HEDDI	2	0	0
up_Q6BDZ7_Q6BDZ7_9ANNE	2	0	0
up_Q6BDZ8_Q6BDZ8_MARSA	2	0	0
up_Q6DLS0_RENI_MACFA	2	0	0
up_Q6DLW5_RENI_MACMU	2	0	0
up_Q6DYE7_RENI_CANFA	2	0	0
up_Q6ED60_Q6ED60_AOTVO	4	1	0
up_Q6ED61_Q6ED61_AOTNA	4	1	0
up_Q6ED62_Q6ED62_AOTNI	4	1	0
up_Q6EEH6_Q6EEH6_PIG	2	0	0
up_Q697L1_TRPV1_CANFA	4	1	0
up_Q69DL1_Q69DL1_PIG	3	0	0
up_Q69DL2_Q69DL2_PIG	4	1	0
up_Q6ENI2_RPOC2_ORYNI	3	0	0
up_Q6ENI3_RPOC1_ORYNI	3	0	0
up_Q6ENX1_RPOC2_SACOF	3	0	0
up_Q6ENX2_RPOC1_SACOF	3	0	0
up_Q6EW57_RPOC1_NYMAL	3	0	0
up_Q6EW58_RPOC2_NYMAL	3	0	0
up_Q6B8L9_Q6B8L9_GRATL	4	1	0
up_Q6B8R6_RPOC2_GRATL	3	0	0
up_Q6B8R7_RPOC1_GRATL	3	0	0
up_Q6GV24_Q6GV24_WHEAT	3	0	0
up_Q6GV25_Q6GV25_WHEAT	3	0	0
pfam21_Q6H265_Q6H265_VISAL	3	1	0
up_Q6H266_ML2_VISAL	3	1	0
pfam21_Q6H267_Q6H267_VISAL	3	1	0
pfam21_Q6H268_Q6H268_VISAL	3	1	0
up_P82683_ML3_VISAL	3	1	0
pfam21_Q6H270_Q6H270_VISAL	3	1	0
pfam21_Q6H271_Q6H271_VISAL	3	1	0
up_Q6H5A1_Q6H5A1_ORYSJ	2	0	0
pfam21_Q6H6D1_Q6H6D1_ORYSA	2	0	0
up_Q6H6D2_HEM3_ORYSJ	2	0	0
up_Q6H7M0_Q6H7M0_ORYSJ	2	1	0
up_Q6H7M1_Q6H7M1_ORYSJ	2	0	0
up_Q6H7Q6_Q6H7Q6_ORYSJ	2	0	0
up_Q6H874_RH47A_ORYSJ	2	0	0
up_Q6HA26_Q6HA26_PINSY	2	0	0
up_Q6I5E0_Q6I5E0_ORYSJ	2	0	0
up_Q6DQL5_Q6DQL5_PETHY	3	0	0
up_Q6E6N0_Q6E6N0_PICAB	2	0	0
up_Q6E7D7_CPS4_ORYSI	2	0	0
up_Q6EAM7_Q6EAM7_PEA	2	0	0
up_Q6EAM9_Q6EAM9_PEA	2	0	0
up_Q6EAN1_Q6EAN1_PEA	2	0	0
up_Q6EJ97_Q6EJ97_PUELO	2	0	0
up_Q6EJD2_Q6EJD2_BETVU	2	0	0
up_Q6EPQ2_Q6EPQ2_ORYSJ	2	0	0
up_Q6ERD9_Q6ERD9_ORYSJ	2	0	0
up_Q6ES25_Q6ES25_ORYSJ	2	0	0
up_Q6ES26_Q6ES26_ORYSJ	2	0	0
up_Q6ESK6_Q6ESK6_ORYSJ	2	0	0
up_Q6ESV0_Q6ESV0_ORYSJ	2	0	0
up_Q6ET36_CPS1_ORYSJ	2	0	0
up_Q6ETD3_Q6ETD3_ORYSJ	2	0	0
pfam21_Q6EU76_INV1_ORYSA	2	0	0
up_Q6F2U9_SYK_ORYSJ	2	0	0
up_Q6F322_Q6F322_ORYSJ	3	0	0
up_Q6F354_Q6F354_ORYSJ	2	1	0
up_Q6F4B1_Q6F4B1_9POAL	2	0	0
up_Q6F4N3_Q6F4N3_LOLPR	2	0	0
up_Q6F5G9_Q6F5G9_CITUN	2	0	0
up_Q6F5H0_Q6F5H0_CITUN	2	0	0
up_Q6F5H1_Q6F5H1_CITUN	2	0	0
up_Q6F5H2_Q6F5H2_CITUN	2	0	0
up_Q6F5H3_Q6F5H3_CITUN	2	0	0
up_Q6F6A2_Q6F6A2_ORYSJ	2	0	0
up_Q6F6A3_Q6F6A3_DAUCA	3	0	0
up_Q6F6A5_Q6F6A5_DAUCA	3	0	0
up_Q6F6A7_Q6F6A7_DAUCA	3	0	0
up_Q6F6A8_Q6F6A8_DAUCA	2	0	0
up_Q6F6A9_Q6F6A9_DAUCA	3	0	0
up_Q6DT69_Q6DT69_ARALP	2	0	0
up_Q6H8B0_Q6H8B0_ORYSJ	2	0	0
up_Q693N8_Q693N8_9CONI	2	1	0
pfam21_Q696X6_Q696X6_ARATH	2	0	0
pfam21_Q696X8_Q696X8_ARATH	2	0	0
pfam21_Q696Z7_Q696Z7_ARATH	2	0	0
pfam21_Q697A2_Q697A2_ARATH	2	0	0
pfam21_Q69DS5_Q69DS5_ORYSA	2	0	0
pfam21_Q69DS6_Q69DS6_ORYSA	2	0	0
pfam21_Q69DS7_Q69DS7_ORYSA	2	0	0
up_Q69DS9_Q69DS9_ORYSJ	2	0	0
up_Q69DT0_Q69DT0_ORYSJ	2	0	0
pfam21_Q69DT1_Q69DT1_ORYSA	2	0	0
up_Q69IK7_Q69IK7_ORYSJ	2	0	0
up_Q69KL7_Q69KL7_ORYSJ	3	0	0
up_Q69L07_Q69L07_ORYSJ	2	0	0
up_Q69L15_Q69L15_ORYSJ	2	0	0
up_Q69LG7_Q69LG7_ORYSJ	5	1	0
up_Q69MC2_Q69MC2_ORYSJ	2	0	0
up_Q69N33_Q69N33_ORYSJ	3	0	0
up_Q69NA4_Q69NA4_ORYSJ	2	0	0
up_Q69NA5_Q69NA5_ORYSJ	2	0	0
up_Q69PA5_Q69PA5_ORYSJ	2	0	0
up_Q69PI0_Q69PI0_ORYSJ	2	0	0
up_Q69QQ6_HSP82_ORYSJ	2	0	0
up_Q69R21_ALDO4_ORYSJ	6	0	0
up_Q69RG8_Q69RG8_ORYSJ	2	0	0
up_Q69RJ0_Q69RJ0_ORYSJ	4	1	0
up_Q69SH2_Q69SH2_ORYSJ	2	0	0
up_Q69TK2_Q69TK2_ORYSJ	2	0	0
up_Q69UZ3_Q69UZ3_ORYSJ	3	1	1
up_Q69V07_Q69V07_ORYSJ	2	0	0
up_Q69VY8_Q69VY8_ORYSJ	5	1	0
up_Q69XU9_Q69XU9_ORYSJ	2	0	0
up_Q69Y54_Q69Y54_ORYSJ	2	0	0
up_Q6A174_Q6A174_LATSA	3	1	0
up_Q6A4W9_Q6A4W9_MALDO	2	0	0
up_Q6AHR9_Q6AHR9_DAUCA	2	0	0
up_Q6ASW3_Q6ASW3_ORYSJ	2	0	0
up_Q6ATH0_Q6ATH0_ORYSJ	2	1	0
up_Q6ATH2_Q6ATH2_ORYSJ	4	0	0
up_Q6ATQ8_Q6ATQ8_ORYSJ	2	0	0
up_Q6AUV1_Q6AUV1_ORYSJ	6	0	0
up_Q6AV34_ARGC_ORYSJ	2	0	0
up_Q6AVA8_PPDK1_ORYSJ	3	0	0
up_Q6AVT2_Q6AVT2_ORYSJ	3	1	0
up_Q6AVZ4_Q6AVZ4_ORYSJ	2	1	0
up_Q6AW26_Q6AW26_LOLPR	2	0	0
up_Q6BCT3_Q6BCT3_HORVU	2	1	0
pfam21_Q6BDZ9_Q6BDZ9_ORYSA	2	0	0
up_Q6I677_Q6I677_VIBMI	2	1	0
up_Q6I6H1_Q6I6H1_CAMLA	2	1	1
up_Q6I6H3_Q6I6H3_CAMLA	2	1	1
up_Q6I6H5_Q6I6H5_CAMLA	2	1	1
up_Q6I6H7_Q6I6H7_CAMLA	2	1	1
up_Q6I6H9_Q6I6H9_CAMLA	2	1	1
up_Q6I6I5_Q6I6I5_CAMLA	2	1	1
up_Q6I6I9_Q6I6I9_CAMLA	2	1	1
up_Q6I860_Q6I860_9ACTO	2	0	0
up_Q7BN95_Q7BN95_SORCE	4	0	0
up_Q6G5U8_Q6G5U8_STAAS	2	0	0
up_Q6G664_BETA_STAAS	2	1	1
up_Q6G680_Q6G680_STAAS	2	0	0
up_Q6G6C8_Q6G6C8_STAAS	2	1	0
up_Q6G6P3_Q6G6P3_STAAS	2	0	0
up_Q6G6R5_Q6G6R5_STAAS	2	0	0
up_Q6G6S1_Q6G6S1_STAAS	5	1	1
up_Q6G6S3_Q6G6S3_STAAS	2	0	0
up_Q6G732_URE1_STAAS	2	1	1
up_Q6G767_TOP3_STAAS	3	0	0
pfam21_Q6G7F8_GLMS_STAAS	3	1	0
up_Q6G7H4_PDP_STAAS	3	0	0
up_Q6G7I3_PYRG_STAAS	2	0	0
up_Q6G7M7_DDL_STAAS	2	0	0
up_Q6G7M9_Y1985_STAAS	2	0	0
up_Q6G7N9_ALR1_STAAS	2	0	0
up_Q6G7Q1_LEU1_STAAS	2	0	0
up_Q6G7Q2_ILVC_STAAS	2	1	1
up_Q6G7R6_Q6G7R6_STAAS	2	0	0
up_Q6G829_DNLJ_STAAS	4	0	0
up_Q6G834_GATB_STAAS	3	0	0
up_Q6G841_Q6G841_STAAS	2	0	0
up_Q6G8F9_Q6G8F9_STAAS	2	0	0
up_Q6G8G1_RIBBA_STAAS	2	0	0
up_Q6G8I7_MURC_STAAS	3	0	0
up_Q6G8J0_Q6G8J0_STAAS	2	0	0
up_Q6G8J9_SYY_STAAS	2	0	0
up_Q6G8L9_Y1635_STAAS	2	0	0
up_Q6G8N6_Q6G8N6_STAAS	4	0	0
up_Q6G8Q5_HEM3_STAAS	2	0	0
up_Q6G8T7_LYTH_STAAS	2	0	0
up_Q6G908_Q6G908_STAAS	2	0	0
up_Q6G936_Q6G936_STAAS	2	0	0
up_Q6G950_Q6G950_STAAS	3	0	0
up_Q6G959_Q6G959_STAAS	2	0	0
up_Q6G9A8_SYN_STAAS	2	0	0
up_Q6G9E8_ODO1_STAAS	2	1	0
up_Q6G9E9_ODO2_STAAS	3	0	0
up_Q6G9G2_Q6G9G2_STAAS	2	0	0
up_Q6G9G7_Q6G9G7_STAAS	2	0	0
up_Q6G9J2_Q6G9J2_STAAS	2	0	0
up_Q6G9K4_PARC_STAAS	6	1	0
up_Q6G9K9_ACON_STAAS	2	0	0
up_Q6G9N0_Q6G9N0_STAAS	2	0	0
up_Q6G9Q4_GLNA_STAAS	2	0	0
up_Q6G9S4_Q6G9S4_STAAS	2	0	0
up_Q6G9V6_EFTS_STAAS	2	0	0
up_Q6G9W3_TOP1_STAAS	5	1	0
up_Q6G9X6_Q6G9X6_STAAS	3	0	0
up_Q6G9X8_Q6G9X8_STAAS	2	0	0
up_Q6GA02_Q6GA02_STAAS	2	0	0
up_Q6GA11_CARA_STAAS	2	0	0
up_Q6GA70_MUTS2_STAAS	2	0	0
up_Q6GAA0_Q6GAA0_STAAS	6	0	0
up_Q6GAD0_PT1_STAAS	3	0	0
up_Q6GAE3_PUR1_STAAS	2	0	0
up_Q6GAJ2_Q6GAJ2_STAAS	3	0	0
up_Q6GAQ9_MURE_STAAS	3	0	0
up_Q6GAU2_FABF_STAAS	2	1	0
pfam21_Q6GAV6_CDR_STAAS	2	0	0
up_Q6GB54_ENO_STAAS	2	0	0
up_Q6GB99_Q6GB99_STAAS	3	0	0
up_Q6GBU4_RPOC_STAAS	5	0	0
up_Q6GBX1_SYK_STAAS	2	0	0
up_Q6GC17_Q6GC17_STAAS	4	1	0
up_Q6GC39_Q6GC39_STAAS	2	0	0
up_Q6GC81_GUAA_STAAS	3	1	1
up_Q6GCB5_Q6GCB5_STAAS	2	0	0
up_Q6GCB6_METE_STAAS	2	1	0
up_Q6GCG0_Q6GCG0_STAAS	2	1	1
up_Q6GCQ0_PFLB_STAAS	2	0	0
up_Q6GCU2_ARGC_STAAS	2	0	0
up_Q6GCU7_Q6GCU7_STAAS	7	1	0
up_Q6GDJ1_BETA_STAAR	2	1	1
up_Q6GDK7_Q6GDK7_STAAR	2	0	0
up_Q6GDQ2_Q6GDQ2_STAAR	2	1	0
up_Q6GE04_Q6GE04_STAAR	2	0	0
up_Q6GE05_Q6GE05_STAAR	2	0	0
up_Q6GE27_Q6GE27_STAAR	2	0	0
up_Q6GEH9_TOP3_STAAR	3	0	0
pfam21_Q6GES3_GLMS_STAAR	3	1	0
up_Q6GET9_PDP_STAAR	3	0	0
up_Q6GEZ1_DDL_STAAR	2	0	0
up_Q6GEZ3_Y2168_STAAR	2	0	0
up_Q6GF03_ALR1_STAAR	2	0	0
up_Q6GF16_LEU1_STAAR	2	0	0
up_Q6GF17_ILVC_STAAR	2	1	1
up_Q6GF31_Q6GF31_STAAR	2	0	0
up_Q6GFF3_DNLJ_STAAR	4	0	0
up_Q6GFF8_GATB_STAAR	3	0	0
up_Q6GFG5_Q6GFG5_STAAR	2	0	0
up_Q6GFT3_Q6GFT3_STAAR	2	0	0
up_Q6GFT5_RIBBA_STAAR	2	0	0
up_Q6GFV6_Q6GFV6_STAAR	2	0	0
up_Q6GFX1_Q6GFX1_STAAR	2	0	0
up_Q6GFX9_SYY_STAAR	2	0	0
up_Q6GFZ9_Y1786_STAAR	2	0	0
up_Q6GG16_Q6GG16_STAAR	3	0	0
up_Q6GG35_HEM3_STAAR	2	0	0
up_Q6GG43_Q6GG43_STAAR	2	0	0
